codAuto;Identificação;Elemento;km;Latitude1;Longitude1;Latitude2;Longitude2;Trecho KM;KmFinal;Estado;Rodovia;Sentido;CorteAterro;Material;Comprimento;Largura;Altura;Forma;Ambiente;Tipo;Ok;Reparar;ExtensaoReparar;Limpeza;ExtensaoLimpeza;EstadoConservacao;Observacao;funcionario;dataEnvio;Lote;Foto1_Fichas;Foto2_Fichas;Segmento;Avaliado;Sincronizado
1119;DA MG 135 471+800 N 1;Descida Dágua;471+800;-17,5654388880801;-44,0519054345556;-;-;471;;MG;BR-135;Norte;Aterro;Concreto;10;0,4;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;12;;
1183;DA MG 135 471+800 S 1;Descida Dágua;471+800;-17,5654277562041;-44,0519850912423;-;-;471;;MG;BR-135;Sul;Aterro;Concreto;8;0,5;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;12;;
1184;DA MG 135 471+880 S 1;Descida Dágua;471+880;-17,5661818500291;-44,0519272719233;-;-;471;;MG;BR-135;Sul;Aterro;Concreto;8;0,5;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;12;;
1120;DA MG 135 471+890 N 1;Descida Dágua;471+890;-17,566346779062;-44,0518157657701;-;-;471;;MG;BR-135;Norte;Aterro;Concreto;10;0,4;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;12;;
1185;DA MG 135 471+960 S 1;Descida Dágua;471+960;-17,5669655867431;-44,051831217626;-;-;471;;MG;BR-135;Sul;Aterro;Concreto;8;0,5;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;12;;
1121;DA MG 135 472+000 N 1;Descida Dágua;472+000;-17,5672176610509;-44,0517314660964;-;-;472;;MG;BR-135;Norte;Aterro;Concreto;10;0,3;0,2;RETANGULAR;Rural;DAR04L;;;;;;;;;;BR-135;;;12;;
1186;DA MG 135 472+060 S 1;Descida Dágua;472+060;-17,5677443493801;-44,0517524666956;-;-;472;;MG;BR-135;Sul;Aterro;Concreto;7;0,5;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;12;;
3639;DI MG 135 472+060 S 1;Dissipador;472+060;-17,567751388169;-44,0518169166681;-;-;472;;MG;BR-135;Sul;Corte;Concreto;1;0,3;0,2;RETANGULAR;Rural;DED;;;;;;;;;;BR-135;;;12;;
1118;MF MG 135 472+080 N 1;Meio Fio;472+080;-17,5678919087429;-44,0516382870024;-17,5644726674788;-44,0519717045305;472;471+690;MG;BR-135;Norte;Aterro;Concreto;390;0,1;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;12;;
1122;DA MG 135 472+080 N 1;Descida Dágua;472+080;-17,5679257722608;-44,0516259343067;-;-;472;;MG;BR-135;Norte;Aterro;Concreto;10;0,4;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;12;;
1123;DA MG 135 472+100 N 1;Descida Dágua;472+100;-17,5681224678214;-44,0516345898194;-;-;472;;MG;BR-135;Norte;Aterro;Concreto;15;0,9;0,3;TRIANGULAR;Rural;DRT03L;;;;;;;;;;BR-135;;;12;;
1205;DA MG 135 472+100 S 1;Descida Dágua;472+100;-17,5681165162183;-44,0517253334342;-;-;472;;MG;BR-135;Sul;Aterro;Concreto;3;0,7;0,25;RETANGULAR;Rural;DAR06L;;;;;;;;;;BR-135;;;12;;
1206;SJ MG 135 472+100 S 1;Sarjeta;472+100;-17,5681161074058;-44,0517197346435;-17,5698022918302;-44,0515911028188;472;472+280;MG;BR-135;Sul;Aterro;Concreto;180;1;0,25;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;12;;
1124;SJ MG 135 472+280 N 1;Sarjeta;472+280;-17,5697535984721;-44,051498622773;-17,5680991196957;-44,0516312094389;472;472+100;MG;BR-135;Norte;Aterro;Concreto;180;0,9;0,3;TRIANGULAR;Rural;STC03;;;;;;;;;;BR-135;;;12;;
1125;DA MG 135 472+280 N 1;Descida Dágua;472+280;-17,5697535984721;-44,051498622773;-;-;472;;MG;BR-135;Norte;Aterro;Concreto;10;0,25;0,4;RETANGULAR;Rural;DAR04L;;;;;;;;;;BR-135;;;12;;
1207;DA MG 135 472+280 S 1;Descida Dágua;472+280;-17,5697582412092;-44,051612174083;-;-;472;;MG;BR-135;Sul;Aterro;Concreto;10;0,7;0,2;RETANGULAR;Rural;DAR06L;;;;;;;;;;BR-135;;;12;;
1208;MF MG 135 472+280 S 1;Meio Fio;472+280;-17,5697582412092;-44,051612174083;-17,5711743507775;-44,0514443417114;472;472+440;MG;BR-135;Sul;Aterro;Concreto;160;0,1;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;12;;
1126;MF MG 135 472+440 N 1;Meio Fio;472+440;-17,5711403430649;-44,0513762468863;-17,5697450264874;-44,0514924482294;472;472+280;MG;BR-135;Norte;Aterro;Concreto;160;0,1;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;12;;
1209;DA MG 135 472+440 S 1;Descida Dágua;472+440;-17,5711541651726;-44,0514519036359;-;-;472;;MG;BR-135;Sul;Aterro;Concreto;8;0,9x1,8;0,25;TRAPEZOIDAL;Rural;DRZ03L;;;;;;;;;;BR-135;;;12;;
1210;SJ MG 135 472+440 S 1;Sarjeta;472+440;-17,5711541651726;-44,0514519036359;-17,5731872154233;-44,0512530644778;472;472+660;MG;BR-135;Sul;Aterro;Concreto;220;1;0,25;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;12;;
1127;SJ MG 135 472+660 N 1;Sarjeta;472+660;-17,5731630636968;-44,0511644084306;-17,5711403430649;-44,0513762468863;472;472+440;MG;BR-135;Norte;Aterro;Concreto;220;1;0,3;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;12;;
1128;DA MG 135 472+660 N 1;Descida Dágua;472+660;-17,5731630636968;-44,0511644084306;-;-;472;;MG;BR-135;Norte;Aterro;Concreto;10;0,9x1,2;0,3;TRAPEZOIDAL;Rural;DRT03L;;;;;;;;;;BR-135;;;12;;
1211;DA MG 135 472+660 S 1;Descida Dágua;472+660;-17,573178014284;-44,0512461099683;-17,5744071475262;-44,0511473080089;472;;MG;BR-135;Sul;Aterro;Concreto;12;0,5;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;12;;
3681;MF MG 135 472+660 S 1;Meio Fio;472+660;-17,5731486385127;-44,0512493662338;-17,5744069550199;-44,0511277711353;472;472+800;MG;BR-135;Sul;Aterro;Concreto;140;0,1;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;12;;
1213;DA MG 135 472+710 S 1;Descida Dágua;472+710;-17,5735415914678;-44,0512506698362;-;-;472;;MG;BR-135;Sul;Aterro;Concreto;12;0,5;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;12;;
1130;DA MG 135 472+740 N 1;Descida Dágua;472+740;-17,5737907046115;-44,0511259874297;-;-;472;;MG;BR-135;Norte;Aterro;Concreto;10;0,4;0,25;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;12;;
1067;DA MG 135 472+800 N 1;Descida Dágua;472+800;-17,5744182452461;-44,0510620776467;-;-;472;;MG;BR-135;Norte;Aterro;Concreto;10;0,4;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;12;;
1129;MF MG 135 472+800 N 1;Meio Fio;472+800;-17,5744422662655;-44,0510722774544;-17,5731630636968;-44,0511644084306;472;472+660;MG;BR-135;Norte;Aterro;Concreto;140;0,1;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;12;;
1214;SJ MG 135 472+800 S 1;Sarjeta;472+800;-17,5743986355785;-44,0511401952717;-17,5758446749236;-44,0510227755503;472;472+960;MG;BR-135;Sul;Aterro;Concreto;160;1;0,25;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;12;;
3640;DA MG 135 472+800 S 1;Descida Dágua;472+800;-17,5744256697567;-44,051148142894;-;-;472;;MG;BR-135;Sul;Corte;Concreto;2;0,6;0,2;RETANGULAR;Rural;DAR12L;;;;;;;;;;BR-135;;;12;;
1215;MF MG 135 472+970 S 1;Meio Fio;472+970;-17,5758517772524;-44,0510322341831;-17,5773634847535;-44,0508426112384;472;473+140;MG;BR-135;Sul;Aterro;Concreto;170;0,1;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;12;;
1131;SJ MG 135 473+000 N 1;Sarjeta;473+000;-17,5760123126485;-44,0509129300486;-17,5744422662655;-44,0510722774544;473;472+800;MG;BR-135;Norte;Aterro;Concreto;200;0,9;0,3;TRIANGULAR;Rural;STC03;;;;;;;;;;BR-135;;;12;;
1070;DA MG 135 473+010 S 1;Descida Dágua;473+010;-17,5758595902137;-44,0509985331057;-;-;473;;MG;BR-135;Sul;Aterro;Concreto;4;0,6;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;12;;
1132;MF MG 135 473+140 N 1;Meio Fio;473+140;-17,5773265007042;-44,050779860784;-17,5760653544879;-44,0508984985313;473;473+000;MG;BR-135;Norte;Aterro;Concreto;140;0,1;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;12;;
1216;DA MG 135 473+140 S 1;Descida Dágua;473+140;-17,5773057043118;-44,0509062946186;-;-;473;;MG;BR-135;Sul;Aterro;Concreto;6;1;0,25;RETANGULAR;Rural;DRZ03L;;;;;;;;;;BR-135;;;12;;
1217;SJ MG 135 473+140 S 1;Sarjeta;473+140;-17,5772588317997;-44,0508518546449;-17,5816379811774;-44,0506614731819;473;473+630;MG;BR-135;Sul;Aterro;Concreto;490;1;0,3;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;12;;
1218;DA MG 135 473+630 S 1;Descida Dágua;473+630;-17,5816234340865;-44,0506651042429;-;-;473;;MG;BR-135;Sul;Aterro;Concreto;15;0,7x0,5;0,2;TRAPEZOIDAL;Rural;DRZ02L;;;;;;;;;;BR-135;;;12;;
1219;MF MG 135 473+630 S 1;Meio Fio;473+630;-17,5815944955751;-44,0506077911168;-17,5884463913042;-44,0528521230819;473;474+420;MG;BR-135;Sul;Aterro;Concreto;790;0,1;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;12;;
1220;DA MG 135 473+760 S 1;Descida Dágua;473+760;-17,5828558383068;-44,0508565012122;-;-;473;;MG;BR-135;Sul;Aterro;Concreto;9;0,5;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;12;;
1134;DA MG 135 473+880 N 1;Descida Dágua;473+880;-17,5839503871769;-44,0509924035693;-;-;473;;MG;BR-135;Norte;Aterro;Concreto;10;0,4;0,3;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;12;;
1221;DA MG 135 473+880 S 1;Descida Dágua;473+880;-17,5838870910399;-44,0510636480887;-;-;473;;MG;BR-135;Sul;Aterro;Concreto;8;0,5;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;12;;
1133;MF MG 135 473+920 N 1;Meio Fio;473+920;-17,5841100209185;-44,0510115710859;-17,5816045656;-44,0505787511461;473;473+630;MG;BR-135;Norte;Aterro;Concreto;290;0,1;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;12;;
1222;DA MG 135 474+015 S 1;Descida Dágua;474+015;-17,585317070572;-44,0513707262709;-;-;474;;MG;BR-135;Sul;Aterro;Concreto;7;0,5;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;12;;
1223;DA MG 135 474+120 S 1;Descida Dágua;474+120;-17,586155735286;-44,0516108731057;-;-;474;;MG;BR-135;Sul;Aterro;Concreto;5;0,5;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;12;;
1224;DA MG 135 474+210 S 1;Descida Dágua;474+210;-17,5869924827547;-44,0519658844786;-;-;474;;MG;BR-135;Sul;Aterro;Concreto;10;0,5;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;12;;
1225;DA MG 135 474+310 S 1;Descida Dágua;474+310;-17,5877871576142;-44,0524177892879;-;-;474;;MG;BR-135;Sul;Aterro;Concreto;10;0,5;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;12;;
1226;MF MG 135 474+740 S 1;Meio Fio;474+740;-17,5930559838783;-44,0558566133239;-17,5911677209525;-44,0546121644533;474;475+000;MG;BR-135;Sul;Aterro;Concreto;260;0,1;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;12;;
1227;DA MG 135 474+740 S 1;Descida Dágua;474+740;-17,5911677209525;-44,0546121644533;-;-;474;;MG;BR-135;Sul;Aterro;Concreto;12;0,65;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;12;;
1136;DA MG 135 474+750 N 1;Descida Dágua;474+750;-17,5912042074962;-44,0545629877437;-;-;474;;MG;BR-135;Norte;Aterro;Concreto;10;0,4;0,3;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;12;;
1135;MF MG 135 474+995 N 1;Meio Fio;474+995;-17,5930609017583;-44,0557674041552;-17,5912042074962;-44,0545629877437;474;474+750;MG;BR-135;Norte;Aterro;Concreto;245;0,1;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;12;;
1228;DA MG 135 476+300 S 1;Descida Dágua;476+300;-17,6020769322343;-44,0638026839854;-;-;476;;MG;BR-135;Sul;Aterro;Concreto;7;1x0,8;0,3;TRAPEZOIDAL;Rural;DRZ03L;;;;;;;;;;BR-135;;;12;;
1229;SJ MG 135 476+300 S 1;Sarjeta;476+300;-17,6020358392134;-44,0637579951485;-17,6037474356925;-44,0654116933162;476;476+550;MG;BR-135;Sul;Aterro;Concreto;250;1;0,3;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;12;;
3643;DA MG 135 476+740 S 1;Descida Dágua;476+740;-17,605001855944;-44,0666074721258;-;-;476;;MG;BR-135;Sul;Corte;Concreto;2;0,6x0,2;0,2;TRAPEZOIDAL;Rural;DRZ02L;;;;;;;;;;BR-135;;;12;;
1230;SJ MG 135 476+740 S 1;Sarjeta;476+740;-17,605001855944;-44,0666074721258;-17,6079784298249;-44,0695130654194;476;477+200;MG;BR-135;Sul;Aterro;Concreto;460;1;0,3;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;12;;
1231;DA MG 135 477+070 S 1;Descida Dágua;477+070;-17,6070661473203;-44,0686250763616;-;-;477;;MG;BR-135;Sul;Aterro;Concreto;7;1x0,8;0,3;TRAPEZOIDAL;Rural;DRZ03L;;;;;;;;;;BR-135;;;12;;
1137;DA MG 135 477+360 N 1;Descida Dágua;477+360;-17,6090304699283;-44,0705023431624;-;-;477;;MG;BR-135;Norte;Aterro;Concreto;5;0,35;0,3;RETANGULAR;Rural;DAR04L;;;;;;;;;;BR-135;;;12;;
1232;DA MG 135 477+680 S 1;Descida Dágua;477+680;-17,6113250486337;-44,0724684412602;-;-;477;;MG;BR-135;Sul;Aterro;Concreto;12;0,5;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;12;;
1233;MF MG 135 477+680 S 1;Meio Fio;477+680;-17,6113250486337;-44,0724684412602;-17,6125344122245;-44,0734946782291;477;477+840;MG;BR-135;Sul;Aterro;Concreto;160;0,1;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;12;;
1138;SJ MG 135 477+730 N 1;Sarjeta;477+730;-17,6115882654636;-44,0725791555777;-17,6090248434155;-44,0703863037845;477;477+360;MG;BR-135;Norte;Aterro;Concreto;370;0,8;0,3;TRIANGULAR;Rural;STC03;;;;;;;;;;BR-135;;;12;;
1139;DA MG 135 477+730 N 1;Descida Dágua;477+730;-17,6116105909575;-44,0726254805405;-;-;477;;MG;BR-135;Norte;Aterro;Concreto;3;1x0,8;0,6;TRAPEZOIDAL;Rural;DRZ03L;;;;;;;;;;BR-135;;;12;;
1234;DA MG 135 477+840 S 1;Descida Dágua;477+840;-17,6120474103258;-44,0730790891422;-;-;477;;MG;BR-135;Sul;Aterro;Concreto;15;0,5;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;12;;
3988;DA MG 135 477+500 N 1;Descida Dágua;477+500;-17,610319;-44,071263;;;477;;MG;BR-135;NORTE;Aterro;CONCRETO;1;0,8;0,4;C/SARJETA;RURAL;;;;;;;;;;;BR-135;;;12;;
3989;DA MG 135 477+500 N 2;Descida Dágua;477+500;-17,610319;-44,071263;;;477;;MG;BR-135;NORTE;Aterro;CONCRETO;6;0,8;0,4;TRAPEZOIDAL;RURAL;;;;;;;;;;;BR-135;;;12;;
1140;DA MG 135 478+220 N 1;Descida Dágua;478+220;-17,6147697107598;-44,0755114541024;-;-;478;;MG;BR-135;Norte;Aterro;Concreto;10;0,4;0,3;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;12;;
1142;DA MG 135 478+290 N 1;Descida Dágua;478+290;-17,6151882585226;-44,0758203778775;-;-;478;;MG;BR-135;Norte;Aterro;Concreto;10;0,4;0,3;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;12;;
1141;MF MG 135 478+490 N 1;Meio Fio;478+490;-17,6170387071961;-44,0766697693279;-17,6148096877599;-44,0755160421651;478;478+220;MG;BR-135;Norte;Aterro;Concreto;270;0,1;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;12;;
1143;DA MG 135 478+490 N 1;Descida Dágua;478+490;-17,6170489043697;-44,0766713082583;-;-;478;;MG;BR-135;Norte;Aterro;Concreto;10;0,4;0,4;RETANGULAR;Rural;DAR05L;;;;;;;;;;BR-135;;;12;;
1144;SJ MG 135 478+790 N 1;Sarjeta;478+790;-17,6196942694862;-44,0771544821475;-17,6170198985746;-44,0766553742644;478;478+490;MG;BR-135;Norte;Aterro;Concreto;300;1;0,3;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;12;;
1068;DA MG 135 478+790 N 1;Descida Dágua;478+790;-17,6196929254312;-44,0771802874432;-;-;478;;MG;BR-135;Norte;Aterro;Concreto;10;0,4;0,2;RETANGULAR;Rural;DRZ01L;;;;;;;;;;BR-135;;;12;;
3990;VA MG 135 478+200 S 1;Valeta/Vala;478+200;-17,614436;-44,075424;-17,615208;-44,076147;478;478+340;MG;BR-135;SUL;Aterro;CONCRETO;140;0,8;0,35;TRAPEZOIDAL;RURAL;;;;;;;;;;;BR-135;;;12;;
3991;VA MG 135 478+350 S 1;Valeta/Vala;478+350;-17,615367;-44,076192;-17,616081;-44,076666;478;478+420;MG;BR-135;SUL;Aterro;CONCRETO;70;1,4;0,45;TRAPEZOIDAL;RURAL;;;;;;;;;;;BR-135;;;12;;
3992;VA MG 135 478+420 S 1;Valeta/Vala;478+420;-17,616081;-44,076666;-17,617169;-44,077088;478;478+650;MG;BR-135;SUL;Aterro;CONCRETO;230;0,6;0,5;RETANGULAR;RURAL;;;;;;;;;;;BR-135;;;12;;
3993;VA MG 135 478+510 S 1;Valeta/Vala;478+510;-17,616455;-44,076774;-17,616808;-44,076696;478;478+560;MG;BR-135;SUL;Aterro;CONCRETO;70;0,45;0,45;RETANGULAR;RURAL;;;;;;;;;;;BR-135;;;12;;
3994;SJ MG 135 478+560 S 1;Sarjeta;478+560;-17,617089;-44,076374;-17,618757;-44,077213;478;478+730;MG;BR-135;SUL;Aterro;CONCRETO;170;1;0,35;TRIANGULAR;RURAL;;;;;;;;;;;BR-135;;;12;;
1235;MF MG 135 479+210 S 1;Meio Fio;479+210;-17,6239391507108;-44,0775079466883;-17,625462892047;-44,0775665103689;479;479+400;MG;BR-135;Sul;Aterro;Concreto;190;0,1;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;12;;
1146;DA MG 135 479+280 N 1;Descida Dágua;479+280;-17,6245577490988;-44,0774102022118;-;-;479;;MG;BR-135;Norte;Aterro;Concreto;10;0,3;0,35;RETANGULAR;Rural;DAR04L;;;;;;;;;;BR-135;;;12;;
1236;DA MG 135 479+280 S 1;Descida Dágua;479+280;-17,6245376302704;-44,0775392046422;-;-;479;;MG;BR-135;Sul;Aterro;Concreto;15;0,5;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;12;;
1237;DA MG 135 479+340 S 1;Descida Dágua;479+340;-17,6250769837984;-44,0775272566269;-;-;479;;MG;BR-135;Sul;Aterro;Concreto;18;0,5;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;12;;
1147;DA MG 135 479+350 N 1;Descida Dágua;479+350;-17,6251320427988;-44,07744980481;-;-;479;;MG;BR-135;Norte;Aterro;Concreto;10;0,3;0,25;RETANGULAR;Rural;DAR04L;;;;;;;;;;BR-135;;;12;;
1145;MF MG 135 479+400 N 1;Meio Fio;479+400;-17,6254611396552;-44,0774633759193;-17,6240008796703;-44,0774240632486;479;479+210;MG;BR-135;Norte;Aterro;Concreto;190;0,1;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;12;;
1238;DA MG 135 479+400 S 1;Descida Dágua;479+400;-17,6254503381839;-44,077545750087;-;-;479;;MG;BR-135;Sul;Aterro;Concreto;2;0,5;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;12;;
3979;DA MG 135 479+410 N 1;Descida Dágua;479+410;-17,625497;-44,077505;;;479;;MG;BR-135;NORTE;Aterro;CONCRETO;30;0,9;0,4;TRAPEZOIDAL;RURAL;;;;;;;;;;;BR-135;;;12;;
3980;VA MG 135 479+440 N 1;Valeta/Vala;479+440;-17,625714;-44,077239;-17,625135;-44,077341;479;479+350;MG;BR-135;NORTE;Aterro;CONCRETO;90;2,2;0,5;C/SARJETA;RURAL;;;;;;;;;;;BR-135;;;12;;
3981;DA MG 135 479+405 N 1;Descida Dágua;479+405;-17,6253;-44,077281;;;479;;MG;BR-135;NORTE;Aterro;CONCRETO;5;0,95;0,45;RETANGULAR;RURAL;;;;;;;;;;;BR-135;;;12;;
3982;VA MG 135 479+425 N 1;Valeta/Vala;479+425;-17,625571;-44,077207;-17,625359;-44,077186;479;479+405;MG;BR-135;NORTE;Aterro;CONCRETO;20;0,9;0,6;RETANGULAR;RURAL;;;;;;;;;;;BR-135;;;12;;
3983;VA MG 135 479+350 N 1;Valeta/Vala;479+350;-17,625145;-44,077055;-17,624884;-44,077003;479;479+325;MG;BR-135;NORTE;Aterro;CONCRETO;25;0,8;0,3;TRAPEZOIDAL;RURAL;;;;;;;;;;;BR-135;;;12;;
3984;DA MG 135 479+350 N 2;Descida Dágua;479+350;-17,625135;-44,077341;;;479;;MG;BR-135;NORTE;Aterro;CONCRETO;20;0,9;0,5;C/SARJETA;RURAL;;;;;;;;;;;BR-135;;;12;;
3985;DI MG 135 479+350 N 1;Dissipador;479+350;-17,625135;-44,077341;;;479;;MG;BR-135;NORTE;Aterro;CONCRETO;3,2;3;0,1;RETANGULAR;RURAL;;;;;;;;;;;BR-135;;;12;;
3986;DI MG 135 479+348 N 1;Dissipador;479+348;-17,625115;-44,077351;;;479;;MG;BR-135;NORTE;Aterro;CONCRETO;2;1;0,1;RETANGULAR;RURAL;;;;;;;;;;;BR-135;;;12;;
3987;VA MG 135 479+348 N 1;Valeta/Vala;479+348;-17,625115;-44,077351;-17,625078;-44,077331;479;-;MG;BR-135;NORTE;Aterro;CONCRETO;30;1;0,5;TRAPEZOIDAL;RURAL;;;;;;;;;;;BR-135;;;12;;
3995;VA MG 135 479+340 S 1;Valeta/Vala;479+340;-17,625065;-44,077728;-17,625624;-44,077701;479;279+440;MG;BR-135;SUL;Aterro;CONCRETO;100;1,1;0,5;RETANGULAR;RURAL;;;;;;;;;;;BR-135;;;12;;
3996;DI MG 135 479+340 S 1;Dissipador;479+340;-17,625093;-44,07791;;;479;;MG;BR-135;SUL;Aterro;CONCRETO;3,6;3;0,1;RETANGULAR;RURAL;;;;;;;;;;;BR-135;;;12;;
1148;MF MG 135 480+285 N 1;Meio Fio;480+285;-17,6325492256484;-44,0811680060268;-17,6313440850962;-44,0804185472849;480;480+130;MG;BR-135;Norte;Aterro;Concreto;155;0,1;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;13;;
1149;DA MG 135 480+285 N 1;Descida Dágua;480+285;-17,6325196729903;-44,0812646549404;-;-;480;;MG;BR-135;Norte;Aterro;Concreto;5;0,3;0,4;RETANGULAR;Rural;DAR04L;;;;;;;;;;BR-135;;;13;;
1150;DA MG 135 480+630 N 1;Descida Dágua;480+630;-17,6352290767457;-44,0830959114698;-;-;480;;MG;BR-135;Norte;Aterro;Concreto;10;0,4;0,3;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;13;;
1152;DA MG 135 480+660 N 1;Descida Dágua;480+660;-17,6353620558665;-44,0831825446291;-;-;480;;MG;BR-135;Norte;Aterro;Concreto;10;0,4;0,25;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;13;;
1151;MF MG 135 480+770 N 1;Meio Fio;480+770;-17,6362455122953;-44,0838088541639;-17,6352290767457;-44,0830959114698;480;480+630;MG;BR-135;Norte;Aterro;Concreto;140;0,1;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;13;;
1153;DA MG 135 481+420 N 1;Descida Dágua;481+420;-17,6412060684626;-44,0873686538396;-;-;481;;MG;BR-135;Norte;Aterro;Concreto;5;0,35;0,4;RETANGULAR;Rural;DAR04L;;;;;;;;;;BR-135;;;13;;
1239;DA MG 135 481+420 S 1;Descida Dágua;481+420;-17,6411022698738;-44,0873972186779;-;-;481;;MG;BR-135;Sul;Aterro;Concreto;5;0,8;0,25;RETANGULAR;Rural;DAR06L;;;;;;;;;;BR-135;;;13;;
1240;SJ MG 135 481+420 S 1;Sarjeta;481+420;-17,6411022698738;-44,0873972186779;-17,6433780434362;-44,0890707892303;481;481+730;MG;BR-135;Sul;Aterro;Concreto;310;1;0,3;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;13;;
1154;SJ MG 135 481+690 N 1;Sarjeta;481+690;-17,6434113196606;-44,0889686934628;-17,641176315851;-44,0873004926607;481;481+420;MG;BR-135;Norte;Aterro;Concreto;270;1;0,3;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;13;;
1155;DA MG 135 481+910 N 1;Descida Dágua;481+910;-17,6448786768545;-44,0899960150261;-;-;481;;MG;BR-135;Norte;Aterro;Concreto;5;0,35;0,3;RETANGULAR;Rural;DAR04L;;;;;;;;;;BR-135;;;13;;
1241;MF MG 135 481+910 S 1;Meio Fio;481+910;-17,6466288388888;-44,0913629901526;-17,644820999142;-44,090021539551;481;482+170;MG;BR-135;Sul;Aterro;Concreto;260;0,1;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;13;;
1242;DA MG 135 481+910 S 1;Descida Dágua;481+910;-17,6447789813316;-44,0900361094666;-;-;481;;MG;BR-135;Sul;Aterro;Concreto;7;0,8;0,2;RETANGULAR;Rural;DAR06L;;;;;;;;;;BR-135;;;13;;
1243;DA MG 135 482+115 S 1;Descida Dágua;482+115;-17,6460163172912;-44,0908935827878;-;-;482;;MG;BR-135;Sul;Aterro;Concreto;15;0,6;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;13;;
1156;MF MG 135 482+160 N 1;Meio Fio;482+160;-17,6466220680061;-44,0912820081927;-17,6448786768545;-44,0899960150261;482;481+910;MG;BR-135;Norte;Aterro;Concreto;250;0,1;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;13;;
