codAuto;Identificação;Elemento;km;Latitude1;Longitude1;Latitude2;Longitude2;Trecho KM;KmFinal;Estado;Rodovia;Sentido;CorteAterro;Material;Comprimento;Largura;Altura;Forma;Ambiente;Tipo;Ok;Reparar;ExtensaoReparar;Limpeza;ExtensaoLimpeza;EstadoConservacao;Observacao;funcionario;dataEnvio;Lote;Foto1_Fichas;Foto2_Fichas;Segmento;Avaliado;Sincronizado
78;MF MG 135 367+630 S 1;Meio Fio;367+630;-16,7481902848305;-43,8464336327516;-16,7491645105238;-43,8464946853166;367;367+750;MG;BR-135;Sul;Aterro;Concreto;120;0,1;0,25;C/SARJETA;Urbano;MFC09L;;;;;;;;;;BR-135;;;1;;
77;DA MG 135 367+650 N 1;Descida Dágua;367+650;-16,748190673531;-43,8463063188003;-;-;367;;MG;BR-135;Norte;Aterro;Concreto;10;0,5;0,2;RETANGULAR;Urbano;DAR03;;;;;;;;;;BR-135;;;1;;
79;DA MG 135 367+690 S 1;Descida Dágua;367+690;-16,7486460663686;-43,846485677287;-;-;367;;MG;BR-135;Sul;Aterro;Concreto;12;0,5;0,25;RETANGULAR;Urbano;DAR03;;;;;;;;;;BR-135;;;1;;
76;DA MG 135 367+730 N 1;Descida Dágua;367+730;-16,749017052978;-43,846298953658;-;-;367;;MG;BR-135;Norte;Aterro;Concreto;15;0,5;0,2;RETANGULAR;Urbano;DAR03;;;;;;;;;;BR-135;;;1;;
80;DA MG 135 367+750 S 1;Descida Dágua;367+750;-16,7491882748986;-43,8465753234336;-;-;367;;MG;BR-135;Sul;Aterro;Concreto;10;0,5;0,2;RETANGULAR;Urbano;DAD02;;;;;;;;;;BR-135;;;1;;
81;MF MG 135 367+750 S 1;Meio Fio;367+750;-16,7491611599843;-43,8465329949992;-16,7494237489046;-43,846553684652;367;367+780;MG;BR-135;Sul;Aterro;Concreto;30;0,1;0,4;C/SARJETA;Urbano;MFC09L;;;;;;;;;;BR-135;;;1;;
82;DA MG 135 367+780 S 1;Descida Dágua;367+780;-16,7493530026789;-43,8465677007015;-;-;367;;MG;BR-135;Sul;Aterro;Concreto;13;0,85;0,45;RETANGULAR;Urbano;DAD22L;;;;;;;;;;BR-135;;;1;;
83;SJ MG 135 367+780 S 1;Sarjeta;367+780;-16,7493771574285;-43,8465587761248;-16,7496528207322;-43,8465013515388;367;367+810;MG;BR-135;Sul;Aterro;Concreto;30;1;0,55;TRIANGULAR;Urbano;STC02;;;;;;;;;;BR-135;;;1;;
75;DA MG 135 367+800 N 1;Descida Dágua;367+800;-16,7495918436153;-43,8461953925437;-;-;367;;MG;BR-135;Norte;Aterro;Concreto;15;0,5;0,2;RETANGULAR;Urbano;DAD02;;;;;;;;;;BR-135;;;1;;
85;DA MG 135 367+820 S 1;Descida Dágua;367+820;-16,7497854985669;-43,8465126813542;-;-;367;;MG;BR-135;Sul;Aterro;Concreto;2;1x0,7;0,5;TRAPEZOIDAL;Urbano;DRZ03L;;;;;;;;;;BR-135;;;1;;
86;SJ MG 135 367+820 S 1;Sarjeta;367+820;-16,7497757418421;-43,8465323638912;-16,751858707142;-43,8461284881661;367;368+060;MG;BR-135;Sul;Aterro;Concreto;240;1;0,3;TRIANGULAR;Urbano;STC02;;;;;;;;;;BR-135;;;1;;
74;MF MG 135 367+840 C 1;Meio Fio;367+840;-16,7485385763817;-43,8464232429051;-16,7499480756822;-43,8464157454265;367;367+690;MG;BR-135;Canteiro Central;Aterro;Concreto;330;0,1;0,15;S/SARJETA;Urbano;MFC05;;;;;;;;;;BR-135;;;1;;
65;MF MG 135 367+850 C 1;Meio Fio;367+850;-16,7500475537505;-43,8463140332948;-16,7520640670208;-43,8458125523613;367;368+090;MG;BR-135;Canteiro Central;Aterro;Concreto;500;0,1;0,15;S/SARJETA;Urbano;MFC05;;;;;;;;;;BR-135;;;1;;
73;DA MG 135 367+870 N 1;Descida Dágua;367+870;-16,75022659764;-43,8460352899633;-;-;367;;MG;BR-135;Norte;Aterro;Concreto;10;0,5;0,2;RETANGULAR;Urbano;DAR03;;;;;;;;;;BR-135;;;1;;
69;DA MG 135 367+920 N 1;Descida Dágua;367+920;-16,750685863464;-43,8458970441964;-;-;367;;MG;BR-135;Norte;Aterro;Concreto;4;0,5;0,25;RETANGULAR;Urbano;DAR03;;;;;;;;;;BR-135;;;1;;
70;DI MG 135 367+920 N 1;Dissipador;367+920;-16,7506722478323;-43,8458552698083;-;-;367;;MG;BR-135;Norte;Aterro;Concreto;10;3;0,2;RETANGULAR;Urbano;DED;;;;;;;;;;BR-135;;;1;;
72;MF MG 135 367+920 N 1;Meio Fio;367+920;-16,750688363715;-43,8458609240001;-16,7480065423866;-43,8463394091536;367;367+620;MG;BR-135;Norte;Aterro;Concreto;300;0,1;0,25;C/SARJETA;Urbano;MFC09L;;;;;;;;;;BR-135;;;1;;
71;SJ MG 135 367+950 N 1;Sarjeta;367+950;-16,7510047483288;-43,8452899279933;-16,7506679449068;-43,8458741613726;367;367+920;MG;BR-135;Norte;Aterro;Concreto;60;1;0,3;TRIANGULAR;Urbano;STC02;;;;;;;;;;BR-135;;;1;;
4032;DA MG 135 367+925 N 1;Descida Dágua;367+925;-16,750743;-43,845671;;;367;;MG;BR-135;NORTE;Aterro;CONCRETO;1;0,8;0,2;RETANGULAR;RURAL;;;;;;;;;;;BR-135;;;1;;
67;SJ MG 135 368+000 N 1;Sarjeta;368+000;-16,7513093704418;-43,845727514266;-16,7510915956383;-43,8454162965685;368;368+000;MG;BR-135;Norte;Aterro;Concreto;30;1;0,3;TRIANGULAR;Urbano;STC02;;;;;;;;;;BR-135;;;1;;
68;MF MG 135 368+000 N 1;Meio Fio;368+000;-16,7513484236869;-43,8458721251052;-16,7507093836893;-43,8459894132665;368;367+920;MG;BR-135;Norte;Aterro;Concreto;240;0,1;0,25;C/SARJETA;Urbano;MFC09L;;;;;;;;;;BR-135;;;1;;
91;DA MG 135 368+040 S 1;Descida Dágua;368+040;-16,7518228408837;-43,8461633240378;-;-;368;;MG;BR-135;Sul;Aterro;Concreto;20;1,5x1;0,5;TRAPEZOIDAL;Urbano;DRZ09L;;;;;;;;;;BR-135;;;1;;
66;DA MG 135 368+060 N 1;Descida Dágua;368+060;-16,7517870273458;-43,845758414494;-;-;368;;MG;BR-135;Norte;Aterro;Concreto;5;0,5;0,35;RETANGULAR;Urbano;DAR05L;;;;;;;;;;BR-135;;;1;;
87;MF MG 135 368+060 S 1;Meio Fio;368+060;-16,751890536536;-43,8461430334849;-16,7537218747159;-43,8454174819241;368;368+290;MG;BR-135;Sul;Aterro;Concreto;230;0,1;0,25;C/SARJETA;Urbano;MFC09L;;;;;;;;;;BR-135;;;1;;
89;VA MG 135 368+060 S 1;Valeta/Vala;368+060;-16,7518500145573;-43,8461909900929;-16,755658049834;-43,8449162819747;368;368+510;MG;BR-135;Sul;Aterro;Concreto;450;1,55x1;0,6;TRAPEZOIDAL;Urbano;VPA;;;;;;;;;;BR-135;;;1;;
90;DA MG 135 368+060 S 1;Descida Dágua;368+060;-16,7518227940648;-43,8462024498472;-;-;368;;MG;BR-135;Sul;Aterro;Concreto;12;1,3x1;0,6;TRAPEZOIDAL;Urbano;DRZ04L;;;;;;;;;;BR-135;;;1;;
64;MF MG 135 368+160 N 1;Meio Fio;368+160;-16,7525404935158;-43,8455162559188;-16,7512541846107;-43,8457183211681;368;368+000;MG;BR-135;Norte;Aterro;Concreto;160;0,1;0,25;C/SARJETA;Urbano;MFC09L;;;;;;;;;;BR-135;;;1;;
63;MF MG 135 368+240 C 1;Meio Fio;368+240;-16,7521216239088;-43,8457647761457;-16,7533744809189;-43,8454822888651;368;368+100;MG;BR-135;Canteiro Central;Aterro;Concreto;310;0,1;0,15;S/SARJETA;Urbano;MFC05;;;;;;;;;;BR-135;;;1;;
3662;DA MG 135 368+280 S 1;Descida Dágua;368+280;-16,7537218747159;-43,8454174819241;-;-;368;;MG;BR-135;Sul;Corte;Concreto;15;1;0,3;TRIANGULAR;Urbano;DRT07L;;;;;;;;;;BR-135;;;1;;
88;SJ MG 135 368+280 S 1;Sarjeta;368+280;-16,7537003078297;-43,8454320591418;-16,756498103913;-43,8446369781723;368;368+600;MG;BR-135;Sul;Aterro;Concreto;320;1;0,3;TRIANGULAR;Urbano;STC02;;;;;;;;;;BR-135;;;1;;
62;SJ MG 135 368+590 N 1;Sarjeta;368+590;-16,7564985981751;-43,8445578158814;-16,7525677153664;-43,8455714520584;368;368+140;MG;BR-135;Norte;Aterro;Concreto;450;1;0,3;TRIANGULAR;Urbano;STC02;;;;;;;;;;BR-135;;;1;;
49;MF MG 135 368+590 S 1;Meio Fio;368+590;-16,7564955711941;-43,844628392487;-16,7575910421698;-43,8444730391402;368;368+700;MG;BR-135;Sul;Aterro;Concreto;110;0,1;0,15;S/SARJETA;Urbano;MFC05;;;;;;;;;;BR-135;;;1;;
48;MF MG 135 368+600 C 1;Meio Fio;368+600;-16,7565568292618;-43,8445526523327;-16,7570155314688;-43,8445290776153;368;368+650;MG;BR-135;Canteiro Central;Aterro;Concreto;120;0,1;0,15;S/SARJETA;Urbano;MFC05;;;;;;;;;;BR-135;;;1;;
42;MF MG 135 368+660 C 1;Meio Fio;368+660;-16,7607703772264;-43,8433775570709;-16,757025613925;-43,844312343609;368;369+090;MG;BR-135;Canteiro Central;Aterro;Concreto;900;0,1;0,15;S/SARJETA;Urbano;MFC05;;;;;;;;;;BR-135;;;1;;
50;MF MG 135 368+720 S 1;Meio Fio;368+720;-16,7576229579405;-43,8443766386455;-16,7584610641086;-43,8441380686583;368;368+820;MG;BR-135;Sul;Aterro;Concreto;100;0,1;0,15;S/SARJETA;Urbano;MFC05;;;;;;;;;;BR-135;;;1;;
47;MF MG 135 368+730 N 1;Meio Fio;368+730;-16,7576529542752;-43,8441143752566;-16,7564790328445;-43,8445138889618;368;368+590;MG;BR-135;Norte;Aterro;Concreto;140;0,1;0,15;S/SARJETA;Urbano;MFC05;;;;;;;;;;BR-135;;;1;;
46;MF MG 135 368+780 N 1;Meio Fio;368+780;-16,7581642619776;-43,8440026962956;-16,7577436483273;-43,8440908595622;368;368+740;MG;BR-135;Norte;Aterro;Concreto;80;0,12;0,2;S/SARJETA;Urbano;MFC05;;;;;;;;;;BR-135;;;1;;
45;MF MG 135 368+810 N 1;Meio Fio;368+810;-16,7583278837387;-43,8439153432798;-16,7581642619776;-43,8440026962956;368;368+785;MG;BR-135;Norte;Aterro;Concreto;50;0,12;0,2;S/SARJETA;Urbano;MFC05;;;;;;;;;;BR-135;;;1;;
51;MF MG 135 368+830 S 1;Meio Fio;368+830;-16,758553767988;-43,8440984661653;-16,7589249849384;-43,8440255483949;368;368+870;MG;BR-135;Sul;Aterro;Concreto;40;0,1;0,15;S/SARJETA;Urbano;MFC05;;;;;;;;;;BR-135;;;1;;
52;MF MG 135 368+880 S 1;Meio Fio;368+880;-16,7589206268257;-43,8439968784668;-16,759261127582;-43,8439130021374;368;368+910;MG;BR-135;Sul;Aterro;Concreto;90;0,1;0,15;S/SARJETA;Urbano;MFC05;;;;;;;;;;BR-135;;;1;;
53;MF MG 135 368+920 S 1;Meio Fio;368+920;-16,7593489926199;-43,8438625742682;-16,7599928409108;-43,8437293369019;368;369+000;MG;BR-135;Sul;Aterro;Concreto;80;0,1;0,15;S/SARJETA;Urbano;MFC05;;;;;;;;;;BR-135;;;1;;
54;DA MG 135 368+990 S 1;Descida Dágua;368+990;-16,7599024515816;-43,8437347085626;-;-;368;;MG;BR-135;Sul;Aterro;Concreto;2,5;0,5;0,2;RETANGULAR;Urbano;DAR03;;;;;;;;;;BR-135;;;1;;
4033;DA MG 135 368+880 S 1;Descida Dágua;368+880;-16,758921;-43,843997;;;368;;MG;BR-135;SUL;Aterro;CONCRETO;10;1;0,35;TRAPEZOIDAL;URBANO;;;;;;;;;;;BR-135;;;1;;
44;DA MG 135 369+000 N 1;Descida Dágua;369+000;-16,759979505;-43,8435064501115;-;-;369;;MG;BR-135;Norte;Aterro;Concreto;3;0,5;0,2;RETANGULAR;Urbano;DAR03;;;;;;;;;;BR-135;;;1;;
55;DA MG 135 369+000 S 1;Descida Dágua;369+000;-16,7599309107333;-43,8437061386375;-;-;369;;MG;BR-135;Sul;Aterro;Concreto;7;0,55;0,2;RETANGULAR;Urbano;DAR03;;;;;;;;;;BR-135;;;1;;
92;MF MG 135 369+000 S 2;Meio Fio;369+000;-16,7600987594077;-43,843750115885;-16,761220707208;-43,8435926235502;369;369+125;MG;BR-135;Sul;Aterro;Concreto;125;0,1;0,2;C/SARJETA;Urbano;MFC05;;;;;;;;;;BR-135;;;1;;
95;MF MG 135 369+000 S 1;Meio Fio;369+000;-16,7601134228325;-43,8438362943142;-16,7630794916772;-43,843120393578;369;369+350;MG;BR-135;Sul;Aterro;Concreto;350;0,1;0,2;C/SARJETA;Urbano;MFC05;;;;;;;;;;BR-135;;;1;;
56;MF MG 135 369+010 S 1;Meio Fio;369+010;-16,760072074396;-43,8436780250356;-16,7609605661426;-43,8435452745754;369;369+110;MG;BR-135;Sul;Aterro;Concreto;101;0,1;0,15;S/SARJETA;Urbano;MFC05;;;;;;;;;;BR-135;;;1;;
43;DA MG 135 369+070 C 1;Descida Dágua;369+070;-16,7606120456708;-43,8435868474452;-;-;369;;MG;BR-135;Canteiro Central;Aterro;Concreto;1,5;0,5;0,2;RETANGULAR;Urbano;DAR03;;;;;;;;;;BR-135;;;1;;
41;MF MG 135 369+100 C 1;Meio Fio;369+100;-16,7612959518371;-43,8432692203342;-16,7608574769405;-43,8434442437468;369;369+150;MG;BR-135;Canteiro Central;Aterro;Concreto;120;0,1;0,15;S/SARJETA;Urbano;MFC05;;;;;;;;;;BR-135;;;1;;
39;DA MG 135 369+110 N 1;Descida Dágua;369+110;-16,760944200157;-43,8432497155509;-;-;369;;MG;BR-135;Norte;Aterro;Concreto;10;0,5;0,2;RETANGULAR;Urbano;DAR03;;;;;;;;;;BR-135;;;1;;
40;MF MG 135 369+110 N 1;Meio Fio;369+110;-16,760949242092;-43,8432280500355;-16,7584935857267;-43,8438952270719;369;368+820;MG;BR-135;Norte;Aterro;Concreto;290;0,1;0,15;S/SARJETA;Urbano;MFC05;;;;;;;;;;BR-135;;;1;;
57;DA MG 135 369+110 S 1;Descida Dágua;369+110;-16,7609497778664;-43,8435389200957;-;-;369;;MG;BR-135;Sul;Aterro;Concreto;2;0,5;0,2;RETANGULAR;Urbano;DAR03;;;;;;;;;;BR-135;;;1;;
58;MF MG 135 369+110 S 1;Meio Fio;369+110;-16,7609425602938;-43,8435373258938;-16,764194511729;-43,8425168965233;369;369+480;MG;BR-135;Sul;Aterro;Concreto;370;0,1;0,2;C/SARJETA;Urbano;MFC05;;;;;;;;;;BR-135;;;1;;
93;MF MG 135 369+130 S 1;Meio Fio;369+130;-16,7612467942397;-43,8435709401522;-16,7622364019816;-43,8433631873606;369;369+230;MG;BR-135;Sul;Aterro;Concreto;100;0,12;0,15;S/SARJETA;Urbano;MFC05;;;;;;;;;;BR-135;;;1;;
59;DA MG 135 369+200 S 1;Descida Dágua;369+200;-16,7617382196671;-43,843132209325;-;-;369;;MG;BR-135;Sul;Aterro;Concreto;10;0,5;0,2;RETANGULAR;Urbano;DAR03;;;;;;;;;;BR-135;;;1;;
38;DA MG 135 369+210 N 1;Descida Dágua;369+210;-16,7618021163322;-43,8430713133095;-;-;369;;MG;BR-135;Norte;Aterro;Concreto;20;0,5;0,2;RETANGULAR;Urbano;DAR03;;;;;;;;;;BR-135;;;1;;
94;MF MG 135 369+250 S 1;Meio Fio;369+250;-16,7622598998123;-43,8433655192172;-16,7631054898837;-43,8431161916512;369;369+350;MG;BR-135;Sul;Aterro;Concreto;100;0,12;0,17;S/SARJETA;Urbano;MFC05;;;;;;;;;;BR-135;;;1;;
60;DA MG 135 369+290 S 1;Descida Dágua;369+290;-16,7625913960912;-43,8429709845862;-;-;369;;MG;BR-135;Sul;Aterro;Concreto;20;0,5;0,2;RETANGULAR;Urbano;DAR03;;;;;;;;;;BR-135;;;1;;
37;DA MG 135 369+300 N 1;Descida Dágua;369+300;-16,762603355783;-43,8428580473159;-;-;369;;MG;BR-135;Norte;Aterro;Concreto;20;0,5;0,2;RETANGULAR;Urbano;DAR03;;;;;;;;;;BR-135;;;1;;
36;DA MG 135 369+380 N 1;Descida Dágua;369+380;-16,7633431574791;-43,8426808811047;-;-;369;;MG;BR-135;Norte;Aterro;Concreto;20;0,5;0,2;RETANGULAR;Urbano;DAR03;;;;;;;;;;BR-135;;;1;;
61;DA MG 135 369+390 S 1;Descida Dágua;369+390;-16,7633273233135;-43,8427797732526;-;-;369;;MG;BR-135;Sul;Aterro;Concreto;20;0,5;0,2;RETANGULAR;Urbano;DAR03;;;;;;;;;;BR-135;;;1;;
35;MF MG 135 369+480 N 1;Meio Fio;369+480;-16,7641531178377;-43,8424544500941;-16,7609200404911;-43,8432120135469;369;369+110;MG;BR-135;Norte;Aterro;Concreto;372;0,1;0,25;C/SARJETA;Urbano;MFC09L;;;;;;;;;;BR-135;;;1;;
26;MF MG 135 369+520 S 1;Meio Fio;369+520;-16,7646113515984;-43,842404316783;-16,7687257500914;-43,8419399798845;369;369+950;MG;BR-135;Sul;Aterro;Concreto;500;0,1;0,25;C/SARJETA;Rural;MFC09L;;;;;;;;;;BR-135;;;1;;
25;DA MG 135 369+610 N 1;Descida Dágua;369+610;-16,7655012630719;-43,8420960507823;-;-;369;;MG;BR-135;Norte;Aterro;Concreto;20;0,5;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;1;;
27;DA MG 135 369+620 S 1;Descida Dágua;369+620;-16,7655073078832;-43,8421772332586;-;-;369;;MG;BR-135;Sul;Aterro;Concreto;20;0,5;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;1;;
24;DA MG 135 369+680 N 1;Descida Dágua;369+680;-16,7661922084416;-43,8418833926618;-;-;369;;MG;BR-135;Norte;Aterro;Concreto;20;0,5;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;1;;
28;DA MG 135 369+700 S 1;Descida Dágua;369+700;-16,7661473093362;-43,8419991208363;-;-;369;;MG;BR-135;Sul;Aterro;Concreto;20;0,5;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;1;;
21;MF MG 135 369+740 C 1;Meio Fio;369+740;-16,7676656055188;-43,8416132865468;-16,7665484015162;-43,8418108205454;369;369+860;MG;BR-135;Canteiro Central;Aterro;Concreto;280;0,1;0,15;S/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;1;;
23;DA MG 135 369+780 N 1;Descida Dágua;369+780;-16,7669286235531;-43,8415822301664;-;-;369;;MG;BR-135;Norte;Aterro;Concreto;6;0,5;0,2;RETANGULAR;Rural;DAD02;;;;;;;;;;BR-135;;;1;;
19;VA MG 135 369+810 N 1;Valeta/Vala;369+810;-16,7671588843768;-43,8414408360144;-16,766972542115;-43,8414919131574;369;369+785;MG;BR-135;Norte;Aterro;Concreto;25;0,65;0,2;RETANGULAR;Rural;VPA;;;;;;;;;;BR-135;;;1;;
29;DA MG 135 369+810 S 1;Descida Dágua;369+810;-16,7671495385647;-43,8418123033695;-;-;369;;MG;BR-135;Sul;Aterro;Concreto;8;0,5;0,2;RETANGULAR;Rural;DAD02;;;;;;;;;;BR-135;;;1;;
22;DA MG 135 369+840 N 1;Descida Dágua;369+840;-16,7674863245275;-43,8413552655808;-;-;369;;MG;BR-135;Norte;Aterro;Concreto;3;0,6;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;1;;
20;DA MG 135 369+860 N 1;Descida Dágua;369+860;-16,7676292887269;-43,8412918712305;-;-;369;;MG;BR-135;Norte;Aterro;Concreto;3;0,68;0,2;RETANGULAR;Rural;DAR06L;;;;;;;;;;BR-135;;;1;;
16;MF MG 135 369+870 C 1;Meio Fio;369+870;-16,7694607500589;-43,8409403948344;-16,7676805572474;-43,8414501381521;369;370+070;MG;BR-135;Canteiro Central;Aterro;Concreto;440;0,1;0,15;S/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;1;;
30;DA MG 135 369+870 S 1;Descida Dágua;369+870;-16,7677836513475;-43,8416521936808;-;-;369;;MG;BR-135;Sul;Aterro;Concreto;5;0,9;0,2;RETANGULAR;Rural;DAR06L;;;;;;;;;;BR-135;;;1;;
17;DA MG 135 369+880 N 1;Descida Dágua;369+880;-16,7678338326972;-43,841247034512;-;-;369;;MG;BR-135;Norte;Aterro;Concreto;3;0,5;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;1;;
18;VA MG 135 369+880 N 1;Valeta/Vala;369+880;-16,7677946960289;-43,8412226999265;-16,7671457920305;-43,8414620514598;369;369+810;MG;BR-135;Norte;Aterro;Concreto;70;0,9;0,3;TRIANGULAR;Rural;VPA;;;;;;;;;;BR-135;;;1;;
31;DA MG 135 369+930 S 1;Descida Dágua;369+930;-16,7682500086247;-43,8415546187834;-;-;369;;MG;BR-135;Sul;Aterro;Concreto;3;0,5;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;1;;
32;DA MG 135 369+940 S 1;Descida Dágua;369+940;-16,7683540203007;-43,841525001071;-;-;369;;MG;BR-135;Sul;Aterro;Concreto;3;0,5;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;1;;
33;MF MG 135 369+960 S 1;Meio Fio;369+960;-16,7684091909885;-43,841479491529;-16,7687951831997;-43,8413521822858;369;370+010;MG;BR-135;Sul;Aterro;Concreto;150;0,1;0,25;C/SARJETA;Rural;MFC09L;;;;;;;;;;BR-135;;;1;;
34;DA MG 135 369+970 S 1;Descida Dágua;369+970;-16,7684442242504;-43,8414531949871;-;-;369;;MG;BR-135;Sul;Aterro;Concreto;5;0,5;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;1;;
96;MF MG 135 370+000 S 1;Meio Fio;370+000;-16,7687828276723;-43,8418430059823;-16,7725091220418;-43,8400643759978;370;370+460;MG;BR-135;Sul;Corte;Concreto;460;0,1;0,2;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;2;;
122;DA MG 135 370+015 N 1;Descida Dágua;370+015;-16,7686111147989;-43,8409868992718;-;-;370;;MG;BR-135;Norte;Aterro;Concreto;3;0,8;0,2;RETANGULAR;Rural;DAR06L;;;;;;;;;;BR-135;;;2;;
97;DA MG 135 370+015 S 1;Descida Dágua;370+015;-16,7688710285894;-43,8413694543162;-;-;370;;MG;BR-135;Sul;Corte;Concreto;5;0,5;0,15;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;2;;
98;DA MG 135 370+020 S 1;Descida Dágua;370+020;-16,768939021747;-43,8413359854214;-;-;370;;MG;BR-135;Sul;Corte;Concreto;5;1,4;0,2;RETANGULAR;Rural;DAR07L;;;;;;;;;;BR-135;;;2;;
12;MF MG 135 370+080 C 1;Meio Fio;370+080;-16,7707988491148;-43,8404864261721;-16,7694717879373;-43,8407851786865;370;370+220;MG;BR-135;Canteiro Central;Aterro;Concreto;310;0,1;0,15;S/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;2;;
15;DA MG 135 370+100 N 1;Descida Dágua;370+100;-16,7697026356373;-43,8406552891438;-;-;370;;MG;BR-135;Norte;Aterro;Concreto;6;0,5;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;2;;
99;DA MG 135 370+150 S 1;Descida Dágua;370+150;-16,7698615403883;-43,8410180653028;-;-;370;;MG;BR-135;Sul;Corte;Concreto;5;0,5;0,25;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;2;;
13;DA MG 135 370+210 N 1;Descida Dágua;370+210;-16,7705463915794;-43,8404878468834;-;-;370;;MG;BR-135;Norte;Aterro;Concreto;11;0,5;0,25;RETANGULAR;Rural;DAD02;;;;;;;;;;BR-135;;;2;;
14;DI MG 135 370+210 N 1;Dissipador;370+210;-16,7705502563898;-43,8404678050861;-;-;370;;MG;BR-135;Norte;Aterro;Concreto;2;0,7;0,25;RETANGULAR;Rural;DED;;;;;;;;;;BR-135;;;2;;
100;DA MG 135 370+226 S 1;Descida Dágua;370+226;-16,7704800056164;-43,8407611926921;-;-;370;;MG;BR-135;Sul;Corte;Concreto;20;0,6;0,25;RETANGULAR;Rural;DCD02;;;;;;;;;;BR-135;;;2;;
11;MF MG 135 370+270 N 1;Meio Fio;370+270;-16,7711570271467;-43,8404000121446;-16,7647111832647;-43,84230016955;370;369+530;MG;BR-135;Norte;Aterro;Concreto;740;0,1;0,25;C/SARJETA;Rural;MFC09L;;;;;;;;;;BR-135;;;2;;
101;DA MG 135 370+349 S 1;Descida Dágua;370+349;-16,7715286963403;-43,8403813803492;-;-;370;;MG;BR-135;Sul;Corte;Concreto;30;0,5;0,2;RETANGULAR;Rural;DCD10L;;;;;;;;;;BR-135;;;2;;
9;DA MG 135 370+420 N 1;Descida Dágua;370+420;-16,7728170140438;-43,839853810142;-;-;370;;MG;BR-135;Norte;Aterro;Concreto;20;1x0,6;0,35;TRAPEZOIDAL;Rural;DRZ03L;;;;;;;;;;BR-135;;;2;;
3674;DI MG 135 370+420 N 1;Dissipador;370+420;-16,772651372703;-43,8398180681609;-;-;370;;MG;BR-135;Norte;Aterro;Concreto;2,3;1,3;0,55;RETANGULAR;Rural;DED;;;;;;;;;;BR-135;;;2;;
102;DA MG 135 370+460 S 1;Descida Dágua;370+460;-16,7725091220418;-43,8400643759978;-;-;370;;MG;BR-135;Sul;Corte;Concreto;20;1x0,8;0,48;TRAPEZOIDAL;Rural;DRZ03L;;;;;;;;;;BR-135;;;2;;
123;SJ MG 135 370+465 S 1;Sarjeta;370+465;-16,7724955361098;-43,8401050344881;-16,7740660141594;-43,8396108713664;370;370+635;MG;BR-135;Sul;Corte;Concreto;170;0,8;0,5;TRIANGULAR;Rural;STC03;;;;;;;;;;BR-135;;;2;;
7;MF MG 135 370+550 N 1;Meio Fio;370+550;-16,7737739679863;-43,8394175304309;-16,773819657219;-43,8395327509527;370;370+540;MG;BR-135;Norte;Aterro;Concreto;30;0,1;0,1;S/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;2;;
6;DA MG 135 370+565 N 1;Descida Dágua;370+565;-16,7740951579377;-43,8394767245043;-;-;370;;MG;BR-135;Norte;Aterro;Concreto;20;0,55;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;2;;
8;SJ MG 135 370+590 N 1;Sarjeta;370+590;-16,773564734905;-43,8396071084982;-16,7726915365202;-43,8398871561622;370;370+490;MG;BR-135;Norte;Corte;Concreto;100;1;0,3;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;2;;
103;SJ MG 135 370+622 S 1;Sarjeta;370+622;-16,7741208256186;-43,8395870512508;-16,7751543588714;-43,8394717807159;370;370+742;MG;BR-135;Sul;Corte;Concreto;120;1;0,3;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;2;;
104;DA MG 135 370+742 S 1;Descida Dágua;370+742;-16,7751543588714;-43,8394717807159;-;-;370;;MG;BR-135;Sul;Corte;Concreto;20;1x0,8;0,45;TRAPEZOIDAL;Rural;DRZ03L;;;;;;;;;;BR-135;;;2;;
105;SJ MG 135 370+742 S 1;Sarjeta;370+742;-16,7751543588714;-43,8394717807159;-16,7793707493914;-43,8411133973842;370;371+230;MG;BR-135;Sul;Corte;Concreto;496;1;0,5;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;2;;
